,Player,Pos,Tm,Season
0,Quincy Acy,PF,SAC,2016
1,Jordan Adams,SG,MEM,2016
2,Steven Adams,C,OKC,2016
3,Arron Afflalo,SG,NYK,2016
4,Alexis Ajinça,C,NOP,2016
5,Cole Aldrich,C,LAC,2016
6,LaMarcus Aldridge,PF,SAS,2016
7,Cliff Alexander,PF,POR,2016
8,Lavoy Allen,PF,IND,2016
9,Tony Allen,SG,MEM,2016
10,Al-Farouq Aminu,SF,POR,2016
11,Lou Amundson,PF,NYK,2016
12,Chris Andersen,C,TOT,2016
13,Chris Andersen,C,MIA,2016
14,Chris Andersen,C,MEM,2016
15,Alan Anderson,SG,WAS,2016
16,James Anderson,SG,SAC,2016
17,Justin Anderson,SF,DAL,2016
18,Kyle Anderson,SF,SAS,2016
19,Ryan Anderson,PF,NOP,2016
20,Giannis Antetokounmpo,PG,MIL,2016
21,Thanasis Antetokounmpo,SF,NYK,2016
22,Carmelo Anthony,SF,NYK,2016
23,Joel Anthony,C,DET,2016
24,Keith Appling,PG,ORL,2016
25,Trevor Ariza,SF,HOU,2016
26,Darrell Arthur,PF,DEN,2016
27,Ömer Aşık,C,NOP,2016
28,D.J. Augustin,PG,TOT,2016
29,D.J. Augustin,PG,OKC,2016
30,D.J. Augustin,PG,DEN,2016
31,Jeff Ayres,C,LAC,2016
32,Luke Babbitt,SF,NOP,2016
33,Cameron Bairstow,C,CHI,2016
34,Leandro Barbosa,SG,GSW,2016
35,J.J. Barea,PG,DAL,2016
36,Andrea Bargnani,C,BRK,2016
37,Harrison Barnes,SF,GSW,2016
38,Matt Barnes,SF,MEM,2016
39,Will Barton,SG,DEN,2016
40,Brandon Bass,PF,LAL,2016
41,Nicolas Batum,SF,CHO,2016
42,Jerryd Bayless,SG,MIL,2016
43,Aron Baynes,C,DET,2016
44,Kent Bazemore,SF,ATL,2016
45,Bradley Beal,SG,WAS,2016
46,Michael Beasley,PF,HOU,2016
47,Marco Belinelli,SG,SAC,2016
48,Anthony Bennett,PF,TOR,2016
49,Patrick Beverley,PG,HOU,2016
50,Bismack Biyombo,C,TOR,2016
51,Nemanja Bjelica,PF,MIN,2016
52,Tarik Black,C,LAL,2016
53,DeJuan Blair,C,WAS,2016
54,Steve Blake,PG,DET,2016
55,Eric Bledsoe,PG,PHO,2016
56,Bojan Bogdanović,SF,BRK,2016
57,Andrew Bogut,C,GSW,2016
58,Matt Bonner,C,SAS,2016
59,Devin Booker,SG,PHO,2016
60,Trevor Booker,PF,UTA,2016
61,Chris Bosh*,PF,MIA,2016
62,Avery Bradley,SG,BOS,2016
63,Elton Brand,C,PHI,2016
64,Corey Brewer,SF,HOU,2016
65,Aaron Brooks,PG,CHI,2016
66,Anthony Brown,SF,LAL,2016
67,Lorenzo Brown,PG,PHO,2016
68,Markel Brown,SG,BRK,2016
69,Kobe Bryant*,SF,LAL,2016
70,Chase Budinger,SF,TOT,2016
71,Chase Budinger,SF,IND,2016
72,Chase Budinger,SF,PHO,2016
73,Reggie Bullock,SF,DET,2016
74,Trey Burke,PG,UTA,2016
75,Alec Burks,SG,UTA,2016
76,Caron Butler,SF,SAC,2016
77,Jimmy Butler,SG,CHI,2016
78,Rasual Butler,SF,SAS,2016
79,Bruno Caboclo,SF,TOR,2016
80,José Calderón,PG,NYK,2016
81,Kentavious Caldwell-Pope,SG,DET,2016
82,Isaiah Canaan,SG,PHI,2016
83,Clint Capela,C,HOU,2016
84,DeMarre Carroll,SF,TOR,2016
85,Vince Carter,SG,MEM,2016
86,Michael Carter-Williams,PG,MIL,2016
87,Omri Casspi,PF,SAC,2016
88,Willie Cauley-Stein,C,SAC,2016
89,Mario Chalmers,PG,TOT,2016
90,Mario Chalmers,PG,MIA,2016
91,Mario Chalmers,PG,MEM,2016
92,Tyson Chandler,C,PHO,2016
93,Rakeem Christmas,PF,IND,2016
94,Ian Clark,SG,GSW,2016
95,Coty Clarke,SF,BOS,2016
96,Jordan Clarkson,SG,LAL,2016
97,Norris Cole,PG,NOP,2016
98,Darren Collison,PG,SAC,2016
99,Nick Collison,PF,OKC,2016
100,Mike Conley,PG,MEM,2016
101,Pat Connaughton,SG,POR,2016
102,Chris Copeland,PF,MIL,2016
103,Bryce Cotton,PG,TOT,2016
104,Bryce Cotton,PG,PHO,2016
105,Bryce Cotton,PG,MEM,2016
106,DeMarcus Cousins,C,SAC,2016
107,Robert Covington,SF,PHI,2016
108,Allen Crabbe,SG,POR,2016
109,Jamal Crawford,SG,LAC,2016
110,Jae Crowder,SF,BOS,2016
111,Dante Cunningham,SF,NOP,2016
112,Jared Cunningham,SG,TOT,2016
113,Jared Cunningham,SG,CLE,2016
114,Jared Cunningham,SG,MIL,2016
115,Seth Curry,PG,SAC,2016
116,Stephen Curry,PG,GSW,2016
117,Troy Daniels,SG,CHO,2016
118,Anthony Davis,C,NOP,2016
119,Ed Davis,PF,POR,2016
120,Branden Dawson,PF,LAC,2016
121,Dewayne Dedmon,C,ORL,2016
122,Bryce Dejean-Jones,SG,NOP,2016
123,Sam Dekker,PF,HOU,2016
124,Matthew Dellavedova,PG,CLE,2016
125,Luol Deng,PF,MIA,2016
126,DeMar DeRozan,SG,TOR,2016
127,Boris Diaw,PF,SAS,2016
128,Gorgui Dieng,C,MIN,2016
129,Spencer Dinwiddie,PG,DET,2016
130,Toney Douglas,PG,NOP,2016
131,Goran Dragić,PG,MIA,2016
132,Andre Drummond,C,DET,2016
133,Jared Dudley,PF,WAS,2016
134,Duje Dukan,SF,SAC,2016
135,Tim Duncan*,C,SAS,2016
136,Mike Dunleavy,SF,CHI,2016
137,Kevin Durant,SF,OKC,2016
138,Cleanthony Early,SF,NYK,2016
139,Jarell Eddie,SF,WAS,2016
140,Wayne Ellington,SG,BRK,2016
141,Monta Ellis,SG,IND,2016
142,James Ennis III,SF,TOT,2016
143,James Ennis III,SF,MIA,2016
144,James Ennis III,SF,MEM,2016
145,James Ennis III,SF,NOP,2016
146,Tyler Ennis,PG,MIL,2016
147,Jeremy Evans,SF,DAL,2016
148,Tyreke Evans,SG,NOP,2016
149,Festus Ezeli,C,GSW,2016
150,Kenneth Faried,PF,DEN,2016
151,Jordan Farmar,PG,MEM,2016
152,Derrick Favors,PF,UTA,2016
153,Cristiano Felício,C,CHI,2016
154,Raymond Felton,PG,DAL,2016
155,Evan Fournier,SF,ORL,2016
156,Randy Foye,SG,TOT,2016
157,Randy Foye,SG,DEN,2016
158,Randy Foye,SG,OKC,2016
159,Tim Frazier,PG,TOT,2016
160,Tim Frazier,PG,POR,2016
161,Tim Frazier,PG,NOP,2016
162,Jimmer Fredette,SG,TOT,2016
163,Jimmer Fredette,SG,NOP,2016
164,Jimmer Fredette,SG,NYK,2016
165,Enes Freedom,C,OKC,2016
166,Channing Frye,PF-C,TOT,2016
167,Channing Frye,PF,ORL,2016
168,Channing Frye,C,CLE,2016
169,Danilo Gallinari,SF,DEN,2016
170,Langston Galloway,PG,NYK,2016
171,Kevin Garnett*,PF,MIN,2016
172,Marc Gasol,C,MEM,2016
173,Pau Gasol*,C,CHI,2016
174,Rudy Gay,SF,SAC,2016
175,Alonzo Gee,SF,NOP,2016
176,Paul George,SF,IND,2016
177,Taj Gibson,PF,CHI,2016
178,Manu Ginóbili*,SG,SAS,2016
179,Rudy Gobert,C,UTA,2016
180,Drew Gooden,PF,WAS,2016
181,Archie Goodwin,PG,PHO,2016
182,Aaron Gordon,PF,ORL,2016
183,Eric Gordon,SG,NOP,2016
184,Marcin Gortat,C,WAS,2016
185,Andrew Goudelock,PG,HOU,2016
186,Jerami Grant,PF,PHI,2016
187,Jerian Grant,PG,NYK,2016
188,Danny Green,SG,SAS,2016
189,Draymond Green,PF,GSW,2016
190,Erick Green,PG,TOT,2016
191,Erick Green,PG,DEN,2016
192,Erick Green,PG,UTA,2016
193,Gerald Green,SG,MIA,2016
194,JaMychal Green,PF,MEM,2016
195,Jeff Green,SF,TOT,2016
196,Jeff Green,SF,MEM,2016
197,Jeff Green,SF,LAC,2016
198,Blake Griffin,PF,LAC,2016
199,Jorge Gutiérrez,PG,CHO,2016
200,P.J. Hairston,SF,TOT,2016
201,P.J. Hairston,SF,CHO,2016
202,P.J. Hairston,SF,MEM,2016
203,Jordan Hamilton,SF,NOP,2016
204,Tyler Hansbrough,PF,CHO,2016
205,Tim Hardaway Jr.,SG,ATL,2016
206,James Harden,SG,HOU,2016
207,Maurice Harkless,SF,POR,2016
208,Justin Harper,PF,DET,2016
209,Montrezl Harrell,PF,HOU,2016
210,Devin Harris,PG,DAL,2016
211,Gary Harris,SG,DEN,2016
212,Joe Harris,SG,CLE,2016
213,Tobias Harris,PF,TOT,2016
214,Tobias Harris,PF,ORL,2016
215,Tobias Harris,PF,DET,2016
216,Aaron Harrison,SG,CHO,2016
217,Udonis Haslem,PF,MIA,2016
218,Spencer Hawes,PF,CHO,2016
219,Chuck Hayes,C,HOU,2016
220,Gordon Hayward,SF,UTA,2016
221,Gerald Henderson,SG,POR,2016
222,John Henson,C,MIL,2016
223,Mario Hezonja,SF,ORL,2016
224,Roy Hibbert,C,LAL,2016
225,J.J. Hickson,C,TOT,2016
226,J.J. Hickson,C,DEN,2016
227,J.J. Hickson,C,WAS,2016
228,Nenê,PF,WAS,2016
229,George Hill,PG,IND,2016
230,Jordan Hill,C,IND,2016
231,Solomon Hill,SF,IND,2016
232,Darrun Hilliard,SG,DET,2016
233,Kirk Hinrich,PG,TOT,2016
234,Kirk Hinrich,PG,CHI,2016
235,Kirk Hinrich,PG,ATL,2016
236,Jrue Holiday,PG,NOP,2016
237,Justin Holiday,SG,TOT,2016
238,Justin Holiday,SG,ATL,2016
239,Justin Holiday,SG,CHI,2016
240,Ryan Hollins,C,TOT,2016
241,Ryan Hollins,C,WAS,2016
242,Ryan Hollins,C,MEM,2016
243,Rondae Hollis-Jefferson,SF,BRK,2016
244,Richaun Holmes,PF,PHI,2016
245,Rodney Hood,SG,UTA,2016
246,Al Horford,C,ATL,2016
247,Dwight Howard,C,HOU,2016
248,Marcelo Huertas,PG,LAL,2016
249,Josh Huestis,PF,OKC,2016
250,Kris Humphries,PF,TOT,2016
251,Kris Humphries,PF,WAS,2016
252,Kris Humphries,PF,PHO,2016
253,Kris Humphries,PF,ATL,2016
254,R.J. Hunter,SG,BOS,2016
255,Serge Ibaka,PF,OKC,2016
256,Andre Iguodala,SF,GSW,2016
257,Ersan İlyasova,PF,TOT,2016
258,Ersan İlyasova,PF,DET,2016
259,Ersan İlyasova,PF,ORL,2016
260,Joe Ingles,SF,UTA,2016
261,Damien Inglis,SF,MIL,2016
262,Kyrie Irving,PG,CLE,2016
263,Jarrett Jack,PG,BRK,2016
264,Reggie Jackson,PG,DET,2016
265,LeBron James,SF,CLE,2016
266,Al Jefferson,C,CHO,2016
267,Cory Jefferson,PF,PHO,2016
268,Richard Jefferson,SF,CLE,2016
269,John Jenkins,SG,TOT,2016
270,John Jenkins,SG,DAL,2016
271,John Jenkins,SG,PHO,2016
272,Brandon Jennings,PG,TOT,2016
273,Brandon Jennings,PG,DET,2016
274,Brandon Jennings,PG,ORL,2016
275,Jonas Jerebko,PF,BOS,2016
276,Amir Johnson,PF,BOS,2016
277,Chris Johnson,SF,UTA,2016
278,James Johnson,PF,TOR,2016
279,Joe Johnson,SF,TOT,2016
280,Joe Johnson,SF,BRK,2016
281,Joe Johnson,SF,MIA,2016
282,Orlando Johnson,SG,TOT,2016
283,Orlando Johnson,SG,PHO,2016
284,Orlando Johnson,SG,NOP,2016
285,Stanley Johnson,SF,DET,2016
286,Tyler Johnson,SG,MIA,2016
287,Wesley Johnson,SF,LAC,2016
288,Nikola Jokić,C,DEN,2016
289,Dahntay Jones,SF,CLE,2016
290,James Jones,SF,CLE,2016
291,Terrence Jones,PF,HOU,2016
292,Tyus Jones,PG,MIN,2016
293,DeAndre Jordan,C,LAC,2016
294,Cory Joseph,SG,TOR,2016
295,Chris Kaman,C,POR,2016
296,Frank Kaminsky,C,CHO,2016
297,Sergey Karasev,SF,BRK,2016
298,Sasha Kaun,C,CLE,2016
299,Ryan Kelly,PF,LAL,2016
300,Michael Kidd-Gilchrist,SF,CHO,2016
301,Sean Kilpatrick,SG,TOT,2016
302,Sean Kilpatrick,SG,DEN,2016
303,Sean Kilpatrick,SG,BRK,2016
304,Brandon Knight,SG,PHO,2016
305,Kyle Korver,SG,ATL,2016
306,Kosta Koufos,C,SAC,2016
307,Jeremy Lamb,SG,CHO,2016
308,Carl Landry,PF,PHI,2016
309,Shane Larkin,PG,BRK,2016
310,Joffrey Lauvergne,C,DEN,2016
311,Zach LaVine,SG,MIN,2016
312,Ty Lawson,PG,TOT,2016
313,Ty Lawson,PG,HOU,2016
314,Ty Lawson,PG,IND,2016
315,Courtney Lee,SG,TOT,2016
316,Courtney Lee,SG,MEM,2016
317,Courtney Lee,SG,CHO,2016
318,David Lee,PF,TOT,2016
319,David Lee,PF,BOS,2016
320,David Lee,PF,DAL,2016
321,Alex Len,C,PHO,2016
322,Kawhi Leonard,SF,SAS,2016
323,Meyers Leonard,PF,POR,2016
324,Jon Leuer,PF,PHO,2016
325,Damian Lillard,PG,POR,2016
326,Jeremy Lin,SG,CHO,2016
327,Shaun Livingston,PG,GSW,2016
328,Kevon Looney,PF,GSW,2016
329,Brook Lopez,C,BRK,2016
330,Robin Lopez,C,NYK,2016
331,Kevin Love,PF,CLE,2016
332,Kyle Lowry,PG,TOR,2016
333,Trey Lyles,PF,UTA,2016
334,Shelvin Mack,PG,TOT,2016
335,Shelvin Mack,PG,ATL,2016
336,Shelvin Mack,PG,UTA,2016
337,Ian Mahinmi,C,IND,2016
338,Devyn Marble,SG,ORL,2016
339,Boban Marjanović,C,SAS,2016
340,Kendall Marshall,PG,PHI,2016
341,Jarell Martin,PF,MEM,2016
342,Kevin Martin,SG,TOT,2016
343,Kevin Martin,SG,MIN,2016
344,Kevin Martin,SG,SAS,2016
345,Wesley Matthews,SF,DAL,2016
346,O.J. Mayo,SG,MIL,2016
347,Luc Mbah a Moute,PF,LAC,2016
348,James Michael McAdoo,PF,GSW,2016
349,Ray McCallum,PG,TOT,2016
350,Ray McCallum,PG,SAS,2016
351,Ray McCallum,PG,MEM,2016
352,CJ McCollum,SG,POR,2016
353,T.J. McConnell,PG,PHI,2016
354,Chris McCullough,PF,BRK,2016
355,K.J. McDaniels,SF,HOU,2016
356,Doug McDermott,SF,CHI,2016
357,Mitch McGary,PF,OKC,2016
358,JaVale McGee,C,DAL,2016
359,Ben McLemore,SG,SAC,2016
360,Jordan McRae,PG,TOT,2016
361,Jordan McRae,PG,PHO,2016
362,Jordan McRae,PG,CLE,2016
363,Josh McRoberts,PF,MIA,2016
364,Jodie Meeks,SG,DET,2016
365,Salah Mejri,C,DAL,2016
366,Jordan Mickey,PF,BOS,2016
367,Khris Middleton,SG,MIL,2016
368,C.J. Miles,SF,IND,2016
369,Andre Miller,PG,TOT,2016
370,Andre Miller,PG,MIN,2016
371,Andre Miller,PG,SAS,2016
372,Mike Miller,SF,DEN,2016
373,Patty Mills,PG,SAS,2016
374,Elijah Millsap,SG,UTA,2016
375,Paul Millsap,PF,ATL,2016
376,Nikola Mirotić,PF,CHI,2016
377,Nazr Mohammed,C,OKC,2016
378,Greg Monroe,C,MIL,2016
379,Luis Montero,SG,POR,2016
380,E'Twaun Moore,SG,CHI,2016
381,Eric Moreland,PF,SAC,2016
382,Marcus Morris,SF,DET,2016
383,Markieff Morris,PF,TOT,2016
384,Markieff Morris,PF,PHO,2016
385,Markieff Morris,PF,WAS,2016
386,Anthony Morrow,SG,OKC,2016
387,Donatas Motiejūnas,PF,HOU,2016
388,Timofey Mozgov,C,CLE,2016
389,Emmanuel Mudiay,PG,DEN,2016
390,Shabazz Muhammad,SF,MIN,2016
391,Xavier Munford,SG,MEM,2016
392,Mike Muscala,C,ATL,2016
393,Larry Nance Jr.,PF,LAL,2016
394,Shabazz Napier,PG,ORL,2016
395,Gary Neal,SG,WAS,2016
396,Jameer Nelson,PG,DEN,2016
397,Raul Neto,PG,UTA,2016
398,Andrew Nicholson,PF,ORL,2016
399,Joakim Noah,C,CHI,2016
400,Nerlens Noel,C,PHI,2016
401,Lucas Nogueira,C,TOR,2016
402,Steve Novak,PF,TOT,2016
403,Steve Novak,PF,OKC,2016
404,Steve Novak,PF,MIL,2016
405,Dirk Nowitzki*,PF,DAL,2016
406,Jusuf Nurkić,C,DEN,2016
407,J.J. O'Brien,SF,UTA,2016
408,Johnny O'Bryant,PF,MIL,2016
409,Kyle O'Quinn,PF,NYK,2016
410,Jahlil Okafor,C,PHI,2016
411,Victor Oladipo,SG,ORL,2016
412,Kelly Olynyk,C,BOS,2016
413,Kelly Oubre Jr.,SF,WAS,2016
414,Zaza Pachulia,C,DAL,2016
415,Kostas Papanikolaou,SF,DEN,2016
416,Jabari Parker,PF,MIL,2016
417,Tony Parker*,PG,SAS,2016
418,Chandler Parsons,SF,DAL,2016
419,Lamar Patterson,SG,ATL,2016
420,Patrick Patterson,PF,TOR,2016
421,Chris Paul,PG,LAC,2016
422,Adreian Payne,PF,MIN,2016
423,Cameron Payne,PG,OKC,2016
424,Elfrid Payton,PG,ORL,2016
425,Nikola Peković,C,MIN,2016
426,Kendrick Perkins,C,NOP,2016
427,Paul Pierce*,SF,LAC,2016
428,Tibor Pleiß,C,UTA,2016
429,Mason Plumlee,C,POR,2016
430,Miles Plumlee,C,MIL,2016
431,Otto Porter Jr.,SF,WAS,2016
432,Bobby Portis,PF,CHI,2016
433,Kristaps Porziņģis,PF,NYK,2016
434,Dwight Powell,PF,DAL,2016
435,Norman Powell,SG,TOR,2016
436,Phil Pressey,PG,TOT,2016
437,Phil Pressey,PG,PHI,2016
438,Phil Pressey,PG,PHO,2016
439,Ronnie Price,PG,PHO,2016
440,Pablo Prigioni,PG,LAC,2016
441,Tayshaun Prince,SF,MIN,2016
442,Julius Randle,PF,LAL,2016
443,Zach Randolph,PF,MEM,2016
444,J.J. Redick,SG,LAC,2016
445,Willie Reed,C,BRK,2016
446,Josh Richardson,SG,MIA,2016
447,Austin Rivers,SG,LAC,2016
448,Andre Roberson,SG,OKC,2016
449,Brian Roberts,PG,TOT,2016
450,Brian Roberts,PG,CHO,2016
451,Brian Roberts,PG,POR,2016
452,Glenn Robinson III,SF,IND,2016
453,Nate Robinson,PG,NOP,2016
454,Thomas Robinson,PF,BRK,2016
455,Rajon Rondo,PG,SAC,2016
456,Derrick Rose,PG,CHI,2016
457,Terrence Ross,SF,TOR,2016
458,Terry Rozier,PG,BOS,2016
459,Ricky Rubio,PG,MIN,2016
460,Damjan Rudež,SF,MIN,2016
461,Brandon Rush,SG,GSW,2016
462,D'Angelo Russell,PG,LAL,2016
463,Robert Sacre,C,LAL,2016
464,JaKarr Sampson,SF,TOT,2016
465,JaKarr Sampson,SF,PHI,2016
466,JaKarr Sampson,SF,DEN,2016
467,Dennis Schröder,PG,ATL,2016
468,Luis Scola,PF,TOR,2016
469,Mike Scott,PF,ATL,2016
470,Thabo Sefolosha,SF,ATL,2016
471,Kevin Séraphin,C,NYK,2016
472,Ramon Sessions,PG,WAS,2016
473,Iman Shumpert,SG,CLE,2016
474,Jonathon Simmons,SG,SAS,2016
475,Henry Sims,C,BRK,2016
476,Kyle Singler,SF,OKC,2016
477,Donald Sloan,PG,BRK,2016
478,Marcus Smart,PG,BOS,2016
479,Greg Smith,PF,MIN,2016
480,Ish Smith,PG,TOT,2016
481,Ish Smith,PG,NOP,2016
482,Ish Smith,PG,PHI,2016
483,J.R. Smith,SG,CLE,2016
484,Jason Smith,C,ORL,2016
485,Josh Smith,PF,TOT,2016
486,Josh Smith,PF,LAC,2016
487,Josh Smith,PF,HOU,2016
488,Russ Smith,PG,MEM,2016
489,Tony Snell,SF,CHI,2016
490,Marreese Speights,C,GSW,2016
491,Tiago Splitter,C,ATL,2016
492,Nik Stauskas,SG,PHI,2016
493,Lance Stephenson,SF,TOT,2016
494,Lance Stephenson,SF,LAC,2016
495,Lance Stephenson,SF,MEM,2016
496,Alex Stepheson,PF,TOT,2016
497,Alex Stepheson,PF,LAC,2016
498,Alex Stepheson,PF,MEM,2016
499,Jarnell Stokes,C,TOT,2016
500,Jarnell Stokes,C,MEM,2016
501,Jarnell Stokes,C,MIA,2016
502,Amar'e Stoudemire,C,MIA,2016
503,Rodney Stuckey,PG,IND,2016
504,Jared Sullinger,PF,BOS,2016
505,Edy Tavares,C,ATL,2016
506,Jeff Teague,PG,ATL,2016
507,Mirza Teletović,PF,PHO,2016
508,Garrett Temple,SF,WAS,2016
509,Jason Terry,SG,HOU,2016
510,Isaiah Thomas,PG,BOS,2016
511,Lance Thomas,PF,NYK,2016
512,Hollis Thompson,SG,PHI,2016
513,Jason Thompson,C,TOT,2016
514,Jason Thompson,C,GSW,2016
515,Jason Thompson,C,TOR,2016
516,Klay Thompson,SG,GSW,2016
517,Tristan Thompson,PF,CLE,2016
518,Marcus Thornton,SG,TOT,2016
519,Marcus Thornton,SG,HOU,2016
520,Marcus Thornton,SG,WAS,2016
521,Anthony Tolliver,PF,DET,2016
522,Axel Toupane,SF,DEN,2016
523,Karl-Anthony Towns,C,MIN,2016
524,P.J. Tucker,SF,PHO,2016
525,Evan Turner,SG,BOS,2016
526,Myles Turner,C,IND,2016
527,Beno Udrih,PG,TOT,2016
528,Beno Udrih,PG,MEM,2016
529,Beno Udrih,PG,MIA,2016
530,Jonas Valančiūnas,C,TOR,2016
531,Anderson Varejão,C,TOT,2016
532,Anderson Varejão,C,CLE,2016
533,Anderson Varejão,C,GSW,2016
534,Greivis Vásquez,PG,MIL,2016
535,Rashad Vaughn,SG,MIL,2016
536,Charlie Villanueva,PF,DAL,2016
537,Noah Vonleh,PF,POR,2016
538,Nikola Vučević,C,ORL,2016
539,Sasha Vujačić,SG,NYK,2016
540,Dwyane Wade*,SG,MIA,2016
541,Dion Waiters,SG,OKC,2016
542,Kemba Walker,PG,CHO,2016
543,John Wall,PG,WAS,2016
544,T.J. Warren,SF,PHO,2016
545,C.J. Watson,PG,ORL,2016
546,Briante Weber,PG,TOT,2016
547,Briante Weber,PG,MEM,2016
548,Briante Weber,PG,MIA,2016
549,Sonny Weems,SG-SF,TOT,2016
550,Sonny Weems,SG,PHO,2016
551,Sonny Weems,SF,PHI,2016
552,David West,PF,SAS,2016
553,Russell Westbrook,PG,OKC,2016
554,Hassan Whiteside,C,MIA,2016
555,Shayne Whittington,PF,IND,2016
556,Andrew Wiggins,SF,MIN,2016
557,C.J. Wilcox,SG,LAC,2016
558,Alan Williams,PF,PHO,2016
559,Deron Williams,PG,DAL,2016
560,Derrick Williams,SF,NYK,2016
561,Elliot Williams,PG,MEM,2016
562,Lou Williams,SG,LAL,2016
563,Marvin Williams,PF,CHO,2016
564,Mo Williams,PG,CLE,2016
565,Justise Winslow,SF,MIA,2016
566,Jeff Withey,C,UTA,2016
567,Christian Wood,PF,PHI,2016
568,Metta World Peace,SF,LAL,2016
569,Brandan Wright,PF,MEM,2016
570,Delon Wright,PG,TOR,2016
571,Tony Wroten,PG,PHI,2016
572,James Young,SG,BOS,2016
573,Joe Young,PG,IND,2016
574,Nick Young,SG,LAL,2016
575,Thaddeus Young,PF,BRK,2016
576,Cody Zeller,C,CHO,2016
577,Tyler Zeller,C,BOS,2016
578,Álex Abrines,SG,OKC,2017
579,Quincy Acy,PF,TOT,2017
580,Quincy Acy,PF,DAL,2017
581,Quincy Acy,PF,BRK,2017
582,Steven Adams,C,OKC,2017
583,Arron Afflalo,SG,SAC,2017
584,Alexis Ajinça,C,NOP,2017
585,Cole Aldrich,C,MIN,2017
586,LaMarcus Aldridge,PF,SAS,2017
587,Lavoy Allen,PF,IND,2017
588,Tony Allen,SG,MEM,2017
589,Al-Farouq Aminu,PF,POR,2017
590,Chris Andersen,C,CLE,2017
591,Alan Anderson,SF,LAC,2017
592,Justin Anderson,SF,TOT,2017
593,Justin Anderson,SF,DAL,2017
594,Justin Anderson,SF,PHI,2017
595,Kyle Anderson,SF,SAS,2017
596,Ryan Anderson,PF,HOU,2017
597,Giannis Antetokounmpo,SF,MIL,2017
598,Carmelo Anthony,SF,NYK,2017
599,Joel Anthony,C,SAS,2017
600,Trevor Ariza,SF,HOU,2017
601,Darrell Arthur,PF,DEN,2017
602,Ömer Aşık,C,NOP,2017
603,D.J. Augustin,PG,ORL,2017
604,Luke Babbitt,SF,MIA,2017
605,Ron Baker,SG,NYK,2017
606,Wade Baldwin,PG,MEM,2017
607,Leandro Barbosa,SG,PHO,2017
608,J.J. Barea,PG,DAL,2017
609,Harrison Barnes,PF,DAL,2017
610,Matt Barnes,SF,TOT,2017
611,Matt Barnes,SF,SAC,2017
612,Matt Barnes,SF,GSW,2017
613,Will Barton,SG,DEN,2017
614,Brandon Bass,PF,LAC,2017
615,Nicolas Batum,SG,CHO,2017
616,Jerryd Bayless,PG,PHI,2017
617,Aron Baynes,C,DET,2017
618,Kent Bazemore,SF,ATL,2017
619,Bradley Beal,SG,WAS,2017
620,Malik Beasley,SG,DEN,2017
621,Michael Beasley,PF,MIL,2017
622,Marco Belinelli,SG,CHO,2017
623,DeAndre' Bembry,SF,ATL,2017
624,Dragan Bender,PF,PHO,2017
625,Anthony Bennett,PF,BRK,2017
626,Ben Bentil,PF,DAL,2017
627,Dāvis Bertāns,PF,SAS,2017
628,Patrick Beverley,SG,HOU,2017
629,Bismack Biyombo,C,ORL,2017
630,Nemanja Bjelica,PF,MIN,2017
631,Tarik Black,C,LAL,2017
632,Eric Bledsoe,PG,PHO,2017
633,Bojan Bogdanović,SF,TOT,2017
634,Bojan Bogdanović,SF,BRK,2017
635,Bojan Bogdanović,SF,WAS,2017
636,Andrew Bogut,C,TOT,2017
637,Andrew Bogut,C,DAL,2017
638,Andrew Bogut,C,CLE,2017
639,Joel Bolomboy,PF,UTA,2017
640,Devin Booker,SG,PHO,2017
641,Trevor Booker,PF,BRK,2017
642,Avery Bradley,SG,BOS,2017
643,Corey Brewer,SF,TOT,2017
644,Corey Brewer,SF,HOU,2017
645,Corey Brewer,SF,LAL,2017
646,Malcolm Brogdon,SG,MIL,2017
647,Aaron Brooks,PG,IND,2017
648,Anthony Brown,SF,TOT,2017
649,Anthony Brown,SF,NOP,2017
650,Anthony Brown,SF,ORL,2017
651,Bobby Brown,PG,HOU,2017
652,Jaylen Brown,SF,BOS,2017
653,Nicolás Brussino,SG,DAL,2017
654,Reggie Bullock,SF,DET,2017
655,Trey Burke,PG,WAS,2017
656,Alec Burks,SG,UTA,2017
657,Jimmy Butler,SF,CHI,2017
658,Bruno Caboclo,SF,TOR,2017
659,José Calderón,PG,TOT,2017
660,José Calderón,PG,LAL,2017
661,José Calderón,PG,ATL,2017
662,Kentavious Caldwell-Pope,SG,DET,2017
663,Isaiah Canaan,SG,CHI,2017
664,Clint Capela,C,HOU,2017
665,DeMarre Carroll,SF,TOR,2017
666,Vince Carter,SF,MEM,2017
667,Michael Carter-Williams,PG,CHI,2017
668,Omri Casspi,PF,TOT,2017
669,Omri Casspi,PF,SAC,2017
670,Omri Casspi,PF,NOP,2017
671,Omri Casspi,PF,MIN,2017
672,Willie Cauley-Stein,C,SAC,2017
673,Tyson Chandler,C,PHO,2017
674,Wilson Chandler,SF,DEN,2017
675,Marquese Chriss,PF,PHO,2017
676,Rakeem Christmas,PF,IND,2017
677,Semaj Christon,PG,OKC,2017
678,Ian Clark,SG,GSW,2017
679,Jordan Clarkson,SG,LAL,2017
680,Norris Cole,PG,OKC,2017
681,Darren Collison,PG,SAC,2017
682,Nick Collison,PF,OKC,2017
683,Mike Conley,PG,MEM,2017
684,Pat Connaughton,SG,POR,2017
685,Quinn Cook,PG,TOT,2017
686,Quinn Cook,PG,DAL,2017
