,ID,date,Tm,home,won,PG,SG,SF,PF,C
10194,2019_20190401_UTA,01/04/2019,UTA,1.0,True,Ricky Rubio,Donovan Mitchell,Jae Crowder,Joe Ingles,Rudy Gobert
10195,2019_20190402_DEN,02/04/2019,DEN,0.0,False,Jamal Murray,Gary Harris,Will Barton,Paul Millsap,Nikola Jokic
10196,2019_20190402_GSW,02/04/2019,GSW,1.0,True,Stephen Curry,Klay Thompson,Kevin Durant,Draymond Green,DeMarcus Cousins
10197,2019_20190402_LAL,02/04/2019,LAL,0.0,False,Rajon Rondo,Kentavious Caldwell-Pope,Jemerrio Jones,Mike Muscala,Moritz Wagner
10198,2019_20190402_OKC,02/04/2019,OKC,1.0,True,Russell Westbrook,Terrance Ferguson,Paul George,Jerami Grant,Steven Adams
10199,2019_20190402_HOU,02/04/2019,HOU,0.0,True,James Harden,Eric Gordon,Danuel House Jr.,P.J. Tucker,Clint Capela
10200,2019_20190402_SAC,02/04/2019,SAC,1.0,False,De'Aaron Fox,Buddy Hield,Harrison Barnes,Marvin Bagley III,Willie Cauley-Stein
10201,2019_20190402_ATL,02/04/2019,ATL,0.0,False,Trae Young,Kevin Huerter,Justin Anderson,Vince Carter,Alex Len
10202,2019_20190402_SAS,02/04/2019,SAS,1.0,True,Derrick White,DeMar DeRozan,Marco Belinelli,Rudy Gay,LaMarcus Aldridge
10203,2019_20190403_PHI,03/04/2019,PHI,0.0,False,Ben Simmons,J.J. Redick,Jimmy Butler,Tobias Harris,Boban Marjanovic
10204,2019_20190403_ATL,03/04/2019,ATL,1.0,True,Trae Young,Kevin Huerter,Taurean Prince,John Collins,Deyonta Davis
10205,2019_20190403_TOR,03/04/2019,TOR,0.0,True,Kyle Lowry,Danny Green,Kawhi Leonard,Pascal Siakam,Marc Gasol
10206,2019_20190403_BRK,03/04/2019,BRK,1.0,False,D'Angelo Russell,Joe Harris,Caris LeVert,DeMarre Carroll,Jarrett Allen
10207,2019_20190403_MIN,03/04/2019,MIN,0.0,True,Tyus Jones,Josh Okogie,Andrew Wiggins,Dario Saric,Karl-Anthony Towns
10208,2019_20190403_DAL,03/04/2019,DAL,1.0,False,Jalen Brunson,Luka Doncic,Justin Jackson,Maxi Kleber,Dwight Powell
10209,2019_20190403_SAS,03/04/2019,SAS,0.0,False,Patty Mills,Bryn Forbes,Quincy Pondexter,Davis Bertans,LaMarcus Aldridge
10210,2019_20190403_DEN,03/04/2019,DEN,1.0,True,Jamal Murray,Gary Harris,Will Barton,Paul Millsap,Nikola Jokic
10211,2019_20190403_IND,03/04/2019,IND,0.0,True,Cory Joseph,Tyreke Evans,Bojan Bogdanovic,Thaddeus Young,Domantas Sabonis
10212,2019_20190403_DET,03/04/2019,DET,1.0,False,Ish Smith,Wayne Ellington,Langston Galloway,Thon Maker,Andre Drummond
10213,2019_20190403_HOU,03/04/2019,HOU,0.0,True,James Harden,Austin Rivers,Danuel House Jr.,P.J. Tucker,Clint Capela
10214,2019_20190403_LAC,03/04/2019,LAC,1.0,False,Shai Gilgeous-Alexander,Landry Shamet,Danilo Gallinari,JaMychal Green,Montrezl Harrell
10215,2019_20190403_BOS,03/04/2019,BOS,0.0,True,Kyrie Irving,Marcus Smart,Jayson Tatum,Gordon Hayward,Al Horford
10216,2019_20190403_MIA,03/04/2019,MIA,1.0,False,Goran Dragic,Dion Waiters,Justise Winslow,Kelly Olynyk,Bam Adebayo
10217,2019_20190403_CHO,03/04/2019,CHO,0.0,True,Kemba Walker,Jeremy Lamb,Miles Bridges,Michael Kidd-Gilchrist,Frank Kaminsky
10218,2019_20190403_NOP,03/04/2019,NOP,1.0,False,Elfrid Payton,Ian Clark,Solomon Hill,Julius Randle,Jahlil Okafor
10219,2019_20190403_NYK,03/04/2019,NYK,0.0,False,Emmanuel Mudiay,Damyean Dotson,Mario Hezonja,Kevin Knox,Mitchell Robinson
10220,2019_20190403_ORL,03/04/2019,ORL,1.0,True,D.J. Augustin,Evan Fournier,Wes Iwundu,Aaron Gordon,Nikola Vucevic
10221,2019_20190403_UTA,03/04/2019,UTA,0.0,True,Raul Neto,Donovan Mitchell,Royce O'Neale,Joe Ingles,Rudy Gobert
10222,2019_20190403_PHO,03/04/2019,PHO,1.0,False,Elie Okobo,Josh Jackson,Mikal Bridges,Dragan Bender,Richaun Holmes
10223,2019_20190403_MEM,03/04/2019,MEM,0.0,False,Delon Wright,Justin Holiday,Chandler Parsons,Ivan Rabb,Bruno Caboclo
10224,2019_20190403_POR,03/04/2019,POR,1.0,True,Damian Lillard,Rodney Hood,Maurice Harkless,Al-Farouq Aminu,Enes Freedom
10225,2019_20190403_CHI,03/04/2019,CHI,0.0,True,Walt Lemon Jr.,Shaquille Harrison,JaKarr Sampson,Cristiano Felicio,Robin Lopez
10226,2019_20190403_WAS,03/04/2019,WAS,1.0,False,Tomas Satoransky,Jordan McRae,Troy Brown Jr.,Sam Dekker,Thomas Bryant
10227,2019_20190404_GSW,04/04/2019,GSW,0.0,True,Stephen Curry,Klay Thompson,Kevin Durant,Draymond Green,DeMarcus Cousins
10228,2019_20190404_LAL,04/04/2019,LAL,1.0,False,Alex Caruso,Kentavious Caldwell-Pope,Jemerrio Jones,Mike Muscala,Johnathan Williams
10229,2019_20190404_MIL,04/04/2019,MIL,0.0,True,George Hill,Sterling Brown,Khris Middleton,Giannis Antetokounmpo,Brook Lopez
10230,2019_20190404_PHI,04/04/2019,PHI,1.0,False,Ben Simmons,J.J. Redick,Jonah Bolden,Mike Scott,Joel Embiid
10231,2019_20190404_CLE,04/04/2019,CLE,0.0,False,Collin Sexton,Jordan Clarkson,Cedi Osman,Marquese Chriss,Ante Zizic
10232,2019_20190404_SAC,04/04/2019,SAC,1.0,True,De'Aaron Fox,Buddy Hield,Harrison Barnes,Nemanja Bjelica,Willie Cauley-Stein
10233,2019_20190405_TOR,05/04/2019,TOR,0.0,False,Kyle Lowry,Norman Powell,Kawhi Leonard,Pascal Siakam,Marc Gasol
10234,2019_20190405_CHO,05/04/2019,CHO,1.0,True,Kemba Walker,Dwayne Bacon,Miles Bridges,Michael Kidd-Gilchrist,Frank Kaminsky
10235,2019_20190405_MEM,05/04/2019,MEM,0.0,True,Delon Wright,Justin Holiday,Chandler Parsons,Ivan Rabb,Tyler Zeller
10236,2019_20190405_DAL,05/04/2019,DAL,1.0,False,Trey Burke,Courtney Lee,Justin Jackson,Dirk Nowitzki,Salah Mejri
10237,2019_20190405_POR,05/04/2019,POR,0.0,False,Damian Lillard,Rodney Hood,Maurice Harkless,Al-Farouq Aminu,Enes Freedom
10238,2019_20190405_DEN,05/04/2019,DEN,1.0,True,Jamal Murray,Gary Harris,Torrey Craig,Paul Millsap,Nikola Jokic
10239,2019_20190405_CLE,05/04/2019,CLE,0.0,False,Collin Sexton,Jordan Clarkson,Cedi Osman,Marquese Chriss,Larry Nance Jr.
10240,2019_20190405_GSW,05/04/2019,GSW,1.0,True,Stephen Curry,Klay Thompson,Kevin Durant,Draymond Green,Andrew Bogut
10241,2019_20190405_NYK,05/04/2019,NYK,0.0,False,John Jenkins,Damyean Dotson,Mario Hezonja,Kevin Knox,Mitchell Robinson
10242,2019_20190405_HOU,05/04/2019,HOU,1.0,True,James Harden,Iman Shumpert,Danuel House Jr.,P.J. Tucker,Kenneth Faried
10243,2019_20190405_BOS,05/04/2019,BOS,0.0,True,Kyrie Irving,Marcus Smart,Jayson Tatum,Gordon Hayward,Aron Baynes
10244,2019_20190405_IND,05/04/2019,IND,1.0,False,Cory Joseph,Tyreke Evans,Bojan Bogdanovic,Thaddeus Young,Myles Turner
10245,2019_20190405_LAL,05/04/2019,LAL,0.0,True,Alex Caruso,Kentavious Caldwell-Pope,Jemerrio Jones,Mike Muscala,JaVale McGee
10246,2019_20190405_LAC,05/04/2019,LAC,1.0,False,Shai Gilgeous-Alexander,Lou Williams,Danilo Gallinari,,Montrezl Harrell
10247,2019_20190405_MIA,05/04/2019,MIA,0.0,False,Goran Dragic,Dion Waiters,Justise Winslow,James Johnson,Bam Adebayo
10248,2019_20190405_MIN,05/04/2019,MIN,1.0,True,Tyus Jones,Josh Okogie,Andrew Wiggins,Dario Saric,Karl-Anthony Towns
10249,2019_20190405_DET,05/04/2019,DET,0.0,False,Reggie Jackson,Wayne Ellington,Glenn Robinson III,Blake Griffin,Andre Drummond
10250,2019_20190405_OKC,05/04/2019,OKC,1.0,True,Russell Westbrook,Terrance Ferguson,Paul George,Jerami Grant,Steven Adams
10251,2019_20190405_ATL,05/04/2019,ATL,0.0,False,Trae Young,DeAndre' Bembry,Justin Anderson,John Collins,Alex Len
10252,2019_20190405_ORL,05/04/2019,ORL,1.0,True,D.J. Augustin,Terrence Ross,Wes Iwundu,Aaron Gordon,Nikola Vucevic
10253,2019_20190405_NOP,05/04/2019,NOP,0.0,False,Elfrid Payton,Ian Clark,Kenrich Williams,Julius Randle,Jahlil Okafor
10254,2019_20190405_PHO,05/04/2019,PHO,1.0,True,De'Anthony Melton,Josh Jackson,Mikal Bridges,Dragan Bender,Ray Spalding
10255,2019_20190405_SAC,05/04/2019,SAC,0.0,False,Yogi Ferrell,Buddy Hield,Harrison Barnes,Marvin Bagley III,Kosta Koufos
10256,2019_20190405_UTA,05/04/2019,UTA,1.0,True,Ricky Rubio,Donovan Mitchell,Royce O'Neale,Joe Ingles,Rudy Gobert
10257,2019_20190405_SAS,05/04/2019,SAS,0.0,True,Derrick White,Bryn Forbes,Quincy Pondexter,Rudy Gay,LaMarcus Aldridge
10258,2019_20190405_WAS,05/04/2019,WAS,1.0,False,Tomas Satoransky,Bradley Beal,Troy Brown Jr.,Bobby Portis,Thomas Bryant
10259,2019_20190406_PHI,06/04/2019,PHI,0.0,True,Ben Simmons,J.J. Redick,Zhaire Smith,Tobias Harris,Joel Embiid
10260,2019_20190406_CHI,06/04/2019,CHI,1.0,False,Walt Lemon Jr.,Brandon Sampson,JaKarr Sampson,Cristiano Felicio,Robin Lopez
10261,2019_20190406_BRK,06/04/2019,BRK,0.0,True,D'Angelo Russell,Joe Harris,Caris LeVert,DeMarre Carroll,Jarrett Allen
10262,2019_20190406_MIL,06/04/2019,MIL,1.0,False,Eric Bledsoe,Pat Connaughton,Khris Middleton,Ersan Ilyasova,Brook Lopez
10263,2019_20190407_ORL,07/04/2019,ORL,0.0,True,D.J. Augustin,Evan Fournier,Wes Iwundu,Aaron Gordon,Nikola Vucevic
10264,2019_20190407_BOS,07/04/2019,BOS,1.0,False,Kyrie Irving,Jaylen Brown,Jayson Tatum,Gordon Hayward,Al Horford
10265,2019_20190407_SAS,07/04/2019,SAS,0.0,True,Derrick White,DeMar DeRozan,Quincy Pondexter,Davis Bertans,LaMarcus Aldridge
10266,2019_20190407_CLE,07/04/2019,CLE,1.0,False,Collin Sexton,Jordan Clarkson,Cedi Osman,Kevin Love,Larry Nance Jr.
10267,2019_20190407_CHO,07/04/2019,CHO,0.0,True,Kemba Walker,Dwayne Bacon,Miles Bridges,,Frank Kaminsky
10268,2019_20190407_DET,07/04/2019,DET,1.0,False,Ish Smith,Wayne Ellington,Luke Kennard,Blake Griffin,Andre Drummond
10269,2019_20190407_LAC,07/04/2019,LAC,0.0,False,Shai Gilgeous-Alexander,Landry Shamet,Wilson Chandler,Johnathan Motley,Montrezl Harrell
10270,2019_20190407_GSW,07/04/2019,GSW,1.0,True,Stephen Curry,Klay Thompson,Kevin Durant,Draymond Green,DeMarcus Cousins
10271,2019_20190407_PHO,07/04/2019,PHO,0.0,False,Elie Okobo,Josh Jackson,Mikal Bridges,Dragan Bender,Ray Spalding
10272,2019_20190407_HOU,07/04/2019,HOU,1.0,True,James Harden,Eric Gordon,Danuel House Jr.,P.J. Tucker,Clint Capela
10273,2019_20190407_BRK,07/04/2019,BRK,0.0,True,D'Angelo Russell,Joe Harris,Caris LeVert,Jared Dudley,Jarrett Allen
10274,2019_20190407_IND,07/04/2019,IND,1.0,False,Aaron Holiday,Wesley Matthews,Bojan Bogdanovic,Thaddeus Young,Domantas Sabonis
10275,2019_20190407_UTA,07/04/2019,UTA,0.0,False,Grayson Allen,Donovan Mitchell,Royce O'Neale,Joe Ingles,Rudy Gobert
10276,2019_20190407_LAL,07/04/2019,LAL,1.0,True,Alex Caruso,Kentavious Caldwell-Pope,Jemerrio Jones,Mike Muscala,JaVale McGee
10277,2019_20190407_DAL,07/04/2019,DAL,0.0,True,Trey Burke,Daryl Macon,Dorian Finney-Smith,Dirk Nowitzki,Salah Mejri
10278,2019_20190407_MEM,07/04/2019,MEM,1.0,False,Delon Wright,Justin Holiday,Chandler Parsons,Bruno Caboclo,Tyler Zeller
10279,2019_20190407_ATL,07/04/2019,ATL,0.0,False,Jaylen Adams,Kent Bazemore,Taurean Prince,Vince Carter,Alex Len
10280,2019_20190407_MIL,07/04/2019,MIL,1.0,True,Eric Bledsoe,Sterling Brown,Khris Middleton,Giannis Antetokounmpo,Brook Lopez
10281,2019_20190407_OKC,07/04/2019,OKC,0.0,True,Russell Westbrook,Terrance Ferguson,Paul George,Jerami Grant,Steven Adams
10282,2019_20190407_MIN,07/04/2019,MIN,1.0,False,Tyus Jones,Josh Okogie,Andrew Wiggins,Dario Saric,Karl-Anthony Towns
10283,2019_20190407_WAS,07/04/2019,WAS,0.0,False,Tomas Satoransky,Bradley Beal,Troy Brown Jr.,Sam Dekker,Thomas Bryant
10284,2019_20190407_NYK,07/04/2019,NYK,1.0,True,Dennis Smith Jr.,Damyean Dotson,Mario Hezonja,Kevin Knox,Mitchell Robinson
10285,2019_20190407_DEN,07/04/2019,DEN,0.0,False,Monte Morris,Malik Beasley,Torrey Craig,Trey Lyles,Mason Plumlee
10286,2019_20190407_POR,07/04/2019,POR,1.0,True,Damian Lillard,Rodney Hood,Maurice Harkless,Al-Farouq Aminu,Enes Freedom
10287,2019_20190407_NOP,07/04/2019,NOP,0.0,True,Elfrid Payton,Ian Clark,Kenrich Williams,Cheick Diallo,Jahlil Okafor
10288,2019_20190407_SAC,07/04/2019,SAC,1.0,False,De'Aaron Fox,Buddy Hield,Harrison Barnes,Marvin Bagley III,Willie Cauley-Stein
10289,2019_20190407_MIA,07/04/2019,MIA,0.0,False,Goran Dragic,Dwyane Wade,Justise Winslow,James Johnson,Bam Adebayo
10290,2019_20190407_TOR,07/04/2019,TOR,1.0,True,Kyle Lowry,Danny Green,Kawhi Leonard,Pascal Siakam,Marc Gasol
10291,2019_20190409_NYK,09/04/2019,NYK,0.0,True,Dennis Smith Jr.,Damyean Dotson,Billy Garrett,Kevin Knox,Luke Kornet
10292,2019_20190409_CHI,09/04/2019,CHI,1.0,False,Ryan Arcidiacono,Shaquille Harrison,JaKarr Sampson,Cristiano Felicio,Robin Lopez
10293,2019_20190409_CHO,09/04/2019,CHO,0.0,True,Kemba Walker,Dwayne Bacon,Nicolas Batum,Willy Hernangomez,Frank Kaminsky
10294,2019_20190409_CLE,09/04/2019,CLE,1.0,False,Collin Sexton,Jordan Clarkson,Cedi Osman,Marquese Chriss,Larry Nance Jr.
10295,2019_20190409_PHO,09/04/2019,PHO,0.0,False,Elie Okobo,Josh Jackson,Mikal Bridges,Dragan Bender,Ray Spalding
10296,2019_20190409_DAL,09/04/2019,DAL,1.0,True,Jalen Brunson,Luka Doncic,Justin Jackson,Dirk Nowitzki,Dwight Powell
10297,2019_20190409_MEM,09/04/2019,MEM,0.0,False,Delon Wright,Justin Holiday,Chandler Parsons,Ivan Rabb,Tyler Zeller
10298,2019_20190409_DET,09/04/2019,DET,1.0,True,Ish Smith,Wayne Ellington,Glenn Robinson III,Blake Griffin,Andre Drummond
10299,2019_20190409_POR,09/04/2019,POR,0.0,True,Damian Lillard,CJ McCollum,Maurice Harkless,Al-Farouq Aminu,Enes Freedom
10300,2019_20190409_LAL,09/04/2019,LAL,1.0,False,Alex Caruso,Kentavious Caldwell-Pope,Jemerrio Jones,Mike Muscala,Johnathan Williams
10301,2019_20190409_PHI,09/04/2019,PHI,0.0,False,T.J. McConnell,Zhaire Smith,Jonathon Simmons,Tobias Harris,Boban Marjanovic
10302,2019_20190409_MIA,09/04/2019,MIA,1.0,True,Goran Dragic,Dwyane Wade,Derrick Jones Jr.,James Johnson,Bam Adebayo
10303,2019_20190409_TOR,09/04/2019,TOR,0.0,True,Fred VanVleet,Danny Green,Kawhi Leonard,Chris Boucher,Marc Gasol
10304,2019_20190409_MIN,09/04/2019,MIN,1.0,False,Tyus Jones,Cameron Reynolds,Andrew Wiggins,Dario Saric,Gorgui Dieng
10305,2019_20190409_GSW,09/04/2019,GSW,0.0,True,Quinn Cook,Jacob Evans,Alfonzo McKinnie,Draymond Green,DeMarcus Cousins
10306,2019_20190409_NOP,09/04/2019,NOP,1.0,False,Elfrid Payton,Ian Clark,Kenrich Williams,Christian Wood,Jahlil Okafor
10307,2019_20190409_HOU,09/04/2019,HOU,0.0,False,James Harden,Eric Gordon,Danuel House Jr.,P.J. Tucker,Clint Capela
10308,2019_20190409_OKC,09/04/2019,OKC,1.0,True,Russell Westbrook,Terrance Ferguson,Paul George,Jerami Grant,Steven Adams
10309,2019_20190409_DEN,09/04/2019,DEN,0.0,False,Jamal Murray,Malik Beasley,Torrey Craig,Paul Millsap,Mason Plumlee
10310,2019_20190409_UTA,09/04/2019,UTA,1.0,True,Grayson Allen,Donovan Mitchell,Royce O'Neale,Joe Ingles,Rudy Gobert
10311,2019_20190409_BOS,09/04/2019,BOS,0.0,True,Brad Wanamaker,PJ Dozier,,Semi Ojeleye,Robert Williams
10312,2019_20190409_WAS,09/04/2019,WAS,1.0,False,Tomas Satoransky,Bradley Beal,Devin Robinson,Sam Dekker,Ian Mahinmi
10313,2019_20190410_IND,10/04/2019,IND,0.0,True,Edmond Sumner,Tyreke Evans,Doug McDermott,T.J. Leaf,Kyle O'Quinn
10314,2019_20190410_ATL,10/04/2019,ATL,1.0,False,Trae Young,Kevin Huerter,Taurean Prince,John Collins,Alex Len
10315,2019_20190410_MIA,10/04/2019,MIA,0.0,False,Goran Dragic,Dwyane Wade,Duncan Robinson,Kelly Olynyk,Udonis Haslem
10316,2019_20190410_BRK,10/04/2019,BRK,1.0,True,Shabazz Napier,Treveon Graham,Rodions Kurucs,Alan Williams,Jarrett Allen
10317,2019_20190410_ORL,10/04/2019,ORL,0.0,True,D.J. Augustin,Evan Fournier,Wes Iwundu,Aaron Gordon,Khem Birch
10318,2019_20190410_CHO,10/04/2019,CHO,1.0,False,Kemba Walker,Dwayne Bacon,Miles Bridges,Michael Kidd-Gilchrist,Bismack Biyombo
10319,2019_20190410_MIN,10/04/2019,MIN,0.0,False,Tyus Jones,Cameron Reynolds,Andrew Wiggins,Dario Saric,Gorgui Dieng
10320,2019_20190410_DEN,10/04/2019,DEN,1.0,True,Jamal Murray,Gary Harris,Will Barton,Paul Millsap,Nikola Jokic
10321,2019_20190410_UTA,10/04/2019,UTA,0.0,False,Naz Mitrou-Long,Grayson Allen,Thabo Sefolosha,Georges Niang,Ekpe Udoh
10322,2019_20190410_LAC,10/04/2019,LAC,1.0,True,Shai Gilgeous-Alexander,Landry Shamet,Danilo Gallinari,JaMychal Green,Ivica Zubac
10323,2019_20190410_GSW,10/04/2019,GSW,0.0,False,Quinn Cook,Jacob Evans,Andre Iguodala,Jonas Jerebko,Jordan Bell
10324,2019_20190410_MEM,10/04/2019,MEM,1.0,True,Delon Wright,Tyler Dorsey,Julian Washburn,Bruno Caboclo,Tyler Zeller
10325,2019_20190410_OKC,10/04/2019,OKC,0.0,True,Dennis Schroder,Terrance Ferguson,Abdel Nader,Jerami Grant,Steven Adams
10326,2019_20190410_MIL,10/04/2019,MIL,1.0,False,Tim Frazier,Sterling Brown,Bonzie Colson,D.J. Wilson,Ersan Ilyasova
10327,2019_20190410_DET,10/04/2019,DET,0.0,True,Reggie Jackson,Bruce Brown,Glenn Robinson III,Thon Maker,Andre Drummond
10328,2019_20190410_NYK,10/04/2019,NYK,1.0,False,Kadeem Allen,Damyean Dotson,Mario Hezonja,Kevin Knox,Luke Kornet
10329,2019_20190410_CHI,10/04/2019,CHI,0.0,False,Ryan Arcidiacono,Wayne Selden,Timothe Luwawu-Cabarrot,Cristiano Felicio,Robin Lopez
10330,2019_20190410_PHI,10/04/2019,PHI,1.0,True,T.J. McConnell,Zhaire Smith,Jonathon Simmons,Mike Scott,Boban Marjanovic
10331,2019_20190410_SAC,10/04/2019,SAC,0.0,False,Yogi Ferrell,Bogdan Bogdanovic,Corey Brewer,Marvin Bagley III,Willie Cauley-Stein
10332,2019_20190410_POR,10/04/2019,POR,1.0,True,Gary Trent Jr.,Anfernee Simons,Jake Layman,Skal Labissiere,Meyers Leonard
10333,2019_20190410_DAL,10/04/2019,DAL,0.0,False,Devin Harris,Courtney Lee,Justin Jackson,Dirk Nowitzki,Dwight Powell
10334,2019_20190410_SAS,10/04/2019,SAS,1.0,True,Derrick White,DeMar DeRozan,Quincy Pondexter,Rudy Gay,LaMarcus Aldridge
10335,2019_20190413_SAS,13/04/2019,SAS,0.0,True,Derrick White,DeMar DeRozan,Marco Belinelli,Rudy Gay,LaMarcus Aldridge
10336,2019_20190413_DEN,13/04/2019,DEN,1.0,False,Jamal Murray,Gary Harris,Will Barton,Paul Millsap,Nikola Jokic
10337,2019_20190413_LAC,13/04/2019,LAC,0.0,False,Shai Gilgeous-Alexander,Lou Williams,Danilo Gallinari,JaMychal Green,Montrezl Harrell
10338,2019_20190413_GSW,13/04/2019,GSW,1.0,True,Stephen Curry,Klay Thompson,Kevin Durant,Draymond Green,DeMarcus Cousins
10339,2019_20190413_BRK,13/04/2019,BRK,0.0,True,Spencer Dinwiddie,Joe Harris,Caris LeVert,DeMarre Carroll,Ed Davis
10340,2019_20190413_PHI,13/04/2019,PHI,1.0,False,Ben Simmons,J.J. Redick,Jimmy Butler,Tobias Harris,Joel Embiid
10341,2019_20190413_ORL,13/04/2019,ORL,0.0,True,D.J. Augustin,Evan Fournier,Wes Iwundu,Jonathan Isaac,Nikola Vucevic
10342,2019_20190413_TOR,13/04/2019,TOR,1.0,False,Kyle Lowry,Danny Green,Kawhi Leonard,Pascal Siakam,Marc Gasol
10343,2019_20190414_IND,14/04/2019,IND,0.0,False,Darren Collison,Wesley Matthews,Bojan Bogdanovic,Thaddeus Young,Myles Turner
10344,2019_20190414_BOS,14/04/2019,BOS,1.0,True,Kyrie Irving,Jaylen Brown,Jayson Tatum,Gordon Hayward,Al Horford
10345,2019_20190414_UTA,14/04/2019,UTA,0.0,False,Ricky Rubio,Donovan Mitchell,Jae Crowder,Joe Ingles,Rudy Gobert
10346,2019_20190414_HOU,14/04/2019,HOU,1.0,True,James Harden,Eric Gordon,Danuel House Jr.,P.J. Tucker,Clint Capela
10347,2019_20190414_DET,14/04/2019,DET,0.0,False,Ish Smith,Wayne Ellington,Glenn Robinson III,Thon Maker,Andre Drummond
10348,2019_20190414_MIL,14/04/2019,MIL,1.0,True,Eric Bledsoe,Pat Connaughton,Khris Middleton,Giannis Antetokounmpo,Brook Lopez
10349,2019_20190414_OKC,14/04/2019,OKC,0.0,False,Russell Westbrook,Terrance Ferguson,Paul George,Jerami Grant,Steven Adams
10350,2019_20190414_POR,14/04/2019,POR,1.0,True,Damian Lillard,CJ McCollum,Maurice Harkless,Al-Farouq Aminu,Enes Freedom
10351,2019_20190415_LAC,15/04/2019,LAC,0.0,True,Patrick Beverley,Lou Williams,Danilo Gallinari,JaMychal Green,Montrezl Harrell
10352,2019_20190415_GSW,15/04/2019,GSW,1.0,False,Stephen Curry,Klay Thompson,Kevin Durant,Draymond Green,Kevon Looney
10353,2019_20190415_BRK,15/04/2019,BRK,0.0,False,D'Angelo Russell,Treveon Graham,Rodions Kurucs,DeMarre Carroll,Jarrett Allen
10354,2019_20190415_PHI,15/04/2019,PHI,1.0,True,Ben Simmons,J.J. Redick,Jimmy Butler,Tobias Harris,Joel Embiid
10355,2019_20190416_SAS,16/04/2019,SAS,0.0,False,Derrick White,DeMar DeRozan,Quincy Pondexter,Rudy Gay,LaMarcus Aldridge
10356,2019_20190416_DEN,16/04/2019,DEN,1.0,True,Jamal Murray,Gary Harris,Will Barton,Paul Millsap,Nikola Jokic
10357,2019_20190416_OKC,16/04/2019,OKC,0.0,False,Russell Westbrook,Terrance Ferguson,Paul George,Jerami Grant,Steven Adams
10358,2019_20190416_POR,16/04/2019,POR,1.0,True,Damian Lillard,CJ McCollum,Maurice Harkless,Al-Farouq Aminu,Enes Freedom
10359,2019_20190416_ORL,16/04/2019,ORL,0.0,False,Michael Carter-Williams,Evan Fournier,Wes Iwundu,Aaron Gordon,Nikola Vucevic
10360,2019_20190416_TOR,16/04/2019,TOR,1.0,True,Kyle Lowry,Norman Powell,Kawhi Leonard,Pascal Siakam,Serge Ibaka
10361,2019_20190417_IND,17/04/2019,IND,0.0,False,Darren Collison,Wesley Matthews,Bojan Bogdanovic,Thaddeus Young,Myles Turner
10362,2019_20190417_BOS,17/04/2019,BOS,1.0,True,Kyrie Irving,Jaylen Brown,Jayson Tatum,Gordon Hayward,Al Horford
10363,2019_20190417_UTA,17/04/2019,UTA,0.0,False,Ricky Rubio,Donovan Mitchell,Royce O'Neale,Joe Ingles,Rudy Gobert
10364,2019_20190417_HOU,17/04/2019,HOU,1.0,True,James Harden,Eric Gordon,Danuel House Jr.,P.J. Tucker,Clint Capela
10365,2019_20190417_DET,17/04/2019,DET,0.0,False,Reggie Jackson,Wayne Ellington,Glenn Robinson III,Thon Maker,Andre Drummond
10366,2019_20190417_MIL,17/04/2019,MIL,1.0,True,Eric Bledsoe,Pat Connaughton,Khris Middleton,Giannis Antetokounmpo,Brook Lopez
10367,2019_20190418_PHI,18/04/2019,PHI,0.0,True,Ben Simmons,J.J. Redick,Jimmy Butler,Tobias Harris,Greg Monroe
10368,2019_20190418_BRK,18/04/2019,BRK,1.0,False,D'Angelo Russell,Joe Harris,Caris LeVert,DeMarre Carroll,Jarrett Allen
10369,2019_20190418_GSW,18/04/2019,GSW,0.0,True,Stephen Curry,Klay Thompson,Kevin Durant,Draymond Green,Andrew Bogut
10370,2019_20190418_LAC,18/04/2019,LAC,1.0,False,Shai Gilgeous-Alexander,Landry Shamet,Danilo Gallinari,JaMychal Green,Montrezl Harrell
10371,2019_20190418_DEN,18/04/2019,DEN,0.0,False,Jamal Murray,Gary Harris,Will Barton,Paul Millsap,Nikola Jokic
10372,2019_20190418_SAS,18/04/2019,SAS,1.0,True,Derrick White,DeMar DeRozan,Quincy Pondexter,Rudy Gay,LaMarcus Aldridge
10373,2019_20190419_BOS,19/04/2019,BOS,0.0,True,Kyrie Irving,Jaylen Brown,Jayson Tatum,Gordon Hayward,Al Horford
10374,2019_20190419_IND,19/04/2019,IND,1.0,False,Darren Collison,Wesley Matthews,Bojan Bogdanovic,Thaddeus Young,Myles Turner
10375,2019_20190419_POR,19/04/2019,POR,0.0,False,Damian Lillard,CJ McCollum,Maurice Harkless,Al-Farouq Aminu,Enes Freedom
10376,2019_20190419_OKC,19/04/2019,OKC,1.0,True,Russell Westbrook,Terrance Ferguson,Paul George,Jerami Grant,Steven Adams
10377,2019_20190419_TOR,19/04/2019,TOR,0.0,True,Kyle Lowry,Danny Green,Kawhi Leonard,Pascal Siakam,Marc Gasol
10378,2019_20190419_ORL,19/04/2019,ORL,1.0,False,D.J. Augustin,Evan Fournier,Wes Iwundu,Aaron Gordon,Nikola Vucevic
10379,2019_20190420_PHI,20/04/2019,PHI,0.0,True,Ben Simmons,J.J. Redick,Jimmy Butler,Tobias Harris,Joel Embiid
10380,2019_20190420_BRK,20/04/2019,BRK,1.0,False,D'Angelo Russell,Joe Harris,Caris LeVert,DeMarre Carroll,Jarrett Allen
